Name	Code	Sector
케이티서브마린	060370	Industrials
인탑스	049070	Consumer Cyclical
씨티씨바이오	060590	Healthcare
대한뉴팜	054670	Healthcare
에스티아이	039440	Technology
잉크테크	049550	Technology
에스앤티모티브	064960	Consumer Cyclical
케이엘넷	039420	Technology
농업회사법인농우바이오	054050	Consumer Defensive
오상자이엘	053980	Consumer Defensive
화일약품	061250	Healthcare
LG전자	066570	Technology
삼에스코리아	060310	Technology
케이피티유	054410	Basic Materials
ES큐브	050120	Consumer Cyclical
이랜텍	054210	Consumer Cyclical
알에프텍	061040	Technology
에스폴리텍	050760	Basic Materials
KH바텍	060720	Communication Services
셀루메드	049180	Healthcare
지어소프트	051160	Communication Services
지엔코	065060	Consumer Cyclical
에스엠라이프디자인그룹	063440	Financial Services
와이어블	065530	Technology
인선ENT	060150	Industrials
우원개발	046940	Real Estate
티사이언티픽	057680	Communication Services
소니드	060230	Technology
아비코전자	036010	Technology
큐렉소	060280	Healthcare
홈센타홀딩스	060560	Real Estate
서울리거	043710	Consumer Cyclical
한샘	009240	Financial Services
파커스	065690	Technology
서호전기	065710	Industrials
삼호개발	010960	Financial Services
토탈소프트뱅크	045340	Technology
에스피지	058610	Industrials
세이브존아이앤씨	067830	Consumer Cyclical
삼성출판사	068290	Communication Services
현대바이오사이언스	048410	Healthcare
리노스	039980	Technology
포스코스틸리온	058430	Financial Services
아이톡시	052770	Communication Services
에스아이리소스	065420	Energy
젬백스링크	064800	Communication Services
국보디자인	066620	Consumer Cyclical
대한그린파워	060900	Utilities
오리엔트정공	065500	Consumer Cyclical
새로닉스	042600	Technology
티케이지휴켐스	069260	Financial Services
네이버	035420	Communication Services
플래스크	041590	Consumer Cyclical
대웅제약	069620	Healthcare
파라다이스	034230	Consumer Cyclical
대호에이엘	069460	Financial Services
비엘팜텍	065170	Consumer Defensive
케이지이니시스	035600	Technology
현대백화점	069960	Consumer Cyclical
바른전자	064520	Technology
엔이능률	053290	Consumer Defensive
쎌바이오텍	049960	Healthcare
에프앤리퍼블릭	064090	Consumer Cyclical
초록뱀미디어	047820	Communication Services
와이오엠	066430	Basic Materials
디스플레이테크	066670	Technology
엘앤에프	066970	Industrials
케이피엠테크	042040	Healthcare
한농화성	011500	Basic Materials
리더스코스메틱	016100	Healthcare
이엔코퍼레이션	066980	Industrials
메디프론디비티	065650	Healthcare
삼영이엔씨	065570	Industrials
인터플렉스	051370	Technology
재영솔루텍	049630	Technology
한국큐빅	021650	Basic Materials
이루온	065440	Technology
디에스알제강	069730	Financial Services
탑엔지니어링	065130	Technology
빅텍	065450	Industrials
에스비에스콘텐츠허브	046140	Communication Services
제이더블유신약	067290	Healthcare
하츠	066130	Industrials
우수AMS	066590	Consumer Cyclical
대화제약	067080	Healthcare
하이스틸	071090	Financial Services
웹젠	069080	Communication Services
씨씨에스충북방송	066790	Communication Services
홈캐스트	064240	Technology
유엔젤	072130	Financial Services
녹원씨엔아이	065560	Basic Materials
이라이콤	041520	Technology
코원플레이	056000	Technology
한국투자금융지주	071050	Financial Services
파워로직스	047310	Technology
웰크론	065950	Industrials
농심홀딩스	072710	Financial Services
아모텍	052710	Technology
와이지플러스	037270	Communication Services
티씨케이	064760	Technology
유아이디	069330	Basic Materials
코스온	069110	Consumer Defensive
디지털대성	068930	Real Estate
우리산업홀딩스	072470	Consumer Cyclical
휴비츠	065510	Healthcare
중앙백신연구소	072020	Healthcare
한솔홈데코	025750	Industrials
현대에버다임	041440	Industrials
로체시스템즈	071280	Technology
키이스트	054780	Communication Services
에스텍	069510	Technology
오텍	067170	Consumer Cyclical
원익큐엔씨	074600	Technology
드림어스컴퍼니	060570	Communication Services
버킷스튜디오	066410	Communication Services
아프리카티비	067160	Communication Services
이엔플러스	074610	Industrials
피에이치씨	057880	Healthcare
우주일렉트로닉스	065680	Technology
더블유아이	073570	Technology
테라사이언스	073640	Industrials
한솔인티큐브	070590	Technology
세진티에스	067770	Technology
대교	019680	Financial Services
NICE홀딩스	034310	Financial Services
에스텍파마	041910	Healthcare
삼진엘앤디	054090	Industrials
듀오백	073190	Consumer Cyclical
라이트론	069540	Technology
동국알앤에스	075970	Basic Materials
키움증권	039490	Financial Services
STX엔진	077970	Industrials
디에이피	066900	Technology
한양디지텍	078350	Technology
테라젠이텍스	066700	Healthcare
씨에스	065770	Technology
아미노로직스	074430	Financial Services
와이비엠넷	057030	Consumer Defensive
코엔텍	029960	Utilities
비케이홀딩스	050090	Technology
형지아이앤씨	011080	Consumer Cyclical
텔코웨어	078000	Technology
LG디스플레이	034220	Technology
다날	064260	Technology
한국경제티브이	039340	Communication Services
다스코	058730	Industrials
유니퀘스트	077500	Technology
지에스	078930	Financial Services
신성델타테크	065350	Financial Services
시너지이노베이션	048870	Healthcare
코드네이처	078940	Utilities
디엠에스	068790	Technology
국일제지	078130	Basic Materials
제넨바이오	072520	Healthcare
토비스	051360	Technology
유니드	014830	Financial Services
도이치모터스	067990	Consumer Cyclical
에이치비테크놀러지	078150	Industrials
텔레칩스	054450	Technology
대주전자재료	078600	Technology
케이지모빌리언스	046440	Technology
케이에스피	073010	Industrials
메가스터디	072870	Consumer Defensive
일진다이아몬드	081000	Energy
씨제이씨지브이	079160	Communication Services
아이크래프트	052460	Communication Services
미래컴퍼니	049950	Technology
손오공	066910	Consumer Cyclical
케이엠에이치하이텍	052900	Basic Materials
아이엠비씨	052220	Communication Services
서산	079650	Basic Materials
에스엔유프리시젼	080000	Technology
디이엔티	079810	Industrials
제주반도체	080220	Technology
동양이엔피	079960	Industrials
한창산업	079170	Basic Materials
인베니아	079950	Industrials
이노와이어리스	073490	Technology
에이블씨엔씨	078520	Consumer Defensive
금호타이어	073240	Financial Services
플랜티넷	075130	Communication Services
젬백스&카엘	082270	Technology
옵트론텍	082210	Technology
동일산업	004890	Consumer Cyclical
쏠리드	050890	Communication Services
가온미디어	078890	Communication Services
셀트리온	068270	Healthcare
한미반도체	042700	Technology
동양고속	084670	Financial Services
모두투어네트워크	080160	Real Estate
이월드	084680	Consumer Cyclical
메디포스트	078160	Healthcare
우리바이오	082850	Consumer Defensive
코아스	071950	Financial Services
아리온테크놀로지	058220	Financial Services
대상홀딩스	084690	Financial Services
이상네트웍스	080010	Basic Materials
코스나인	082660	Consumer Defensive
엘오티베큠	083310	Technology
하나마이크론	067310	Technology
아바코	083930	Technology
덕산하이메탈	077360	Technology
가비아	079940	Technology
그린케미칼	083420	Basic Materials
새론오토모티브	075180	Consumer Cyclical
서린바이오사이언스	038070	Healthcare
디아크	078590	Consumer Cyclical
폴라리스오피스	041020	Technology
대한제강	084010	Basic Materials
와토스코리아	079000	Industrials
비보존헬스케어	082800	Healthcare
자연과환경	043910	Basic Materials
현대리바트	079430	Consumer Cyclical
케스피온	079190	Communication Services
비에이치아이	083650	Industrials
모다이노칩	080420	Technology
제일연마공업	001560	Basic Materials
하나금융지주	086790	Financial Services
한국코퍼레이션	050540	Technology
이브이수성	084180	Consumer Defensive
티비에이치글로벌	084870	Financial Services
케이엠	083550	Technology
대봉엘에스	078140	Healthcare
와이엔텍	067900	Industrials
현대글로비스	086280	Financial Services
차바이오텍	085660	Healthcare
인콘	083640	Technology
헬릭스미스	084990	Healthcare
바이오니아	064550	Healthcare
크리스탈지노믹스	083790	Healthcare
유진테크	084370	Technology
뉴프렉스	085670	Technology
한일네트웍스	046110	Industrials
에너토크	019990	Industrials
글로벌스탠다드테크놀로지	083450	Technology
제우스	079370	Technology
셀트리온제약	068760	Healthcare
롯데쇼핑	023530	Real Estate
에이스테크놀로지	088800	Technology
진도	088790	Consumer Cyclical
진바이오텍	086060	Healthcare
팅크웨어	084730	Consumer Cyclical
평화산업	090080	Consumer Cyclical
제이브이엠	054950	Healthcare
롯데관광개발	032350	Consumer Cyclical
동우팜투테이블	088910	Consumer Cyclical
아이오케이컴퍼니	078860	Real Estate
아모레퍼시픽	090430	Financial Services
노루페인트	090350	Financial Services
루트로닉	085370	Healthcare
인포뱅크	039290	Technology
팬엔터테인먼트	068050	Communication Services
쇼박스	086980	Communication Services
한국전자금융	063570	Industrials
씨에스에이코스믹	083660	Consumer Defensive
티엘아이	062860	Technology
세원이앤씨	091090	Basic Materials
루멘스	038060	Technology
HDC현대EP	089470	Basic Materials
한컴엠디에스	086960	Technology
바텍	043150	Healthcare
더이앤엠	089230	Communication Services
KPX홀딩스	092230	Financial Services
케이이씨	092220	Industrials
삼정펄프	009770	Basic Materials
아이윈	090150	Consumer Cyclical
이녹스	088390	Technology
제이티	089790	Technology
넥스턴바이오사이언스	089140	Technology
성창오토텍	080470	Consumer Cyclical
인천도시가스	034590	Energy
코세스	089890	Technology
주연테크	044380	Financial Services
멀티캠퍼스	067280	Consumer Defensive
큐에스아이	066310	Financial Services
에스에이티	060540	Industrials
LF	093050	Consumer Cyclical
휴림로봇	090710	Technology
유니테스트	086390	Technology
케이씨티	089150	Financial Services
파트론	091700	Technology
휴온스글로벌	084110	Financial Services
후성	093370	Financial Services
메타랩스	090370	Financial Services
동아엘텍	088130	Industrials
제이스텍	090470	Technology
켐트로닉스	089010	Basic Materials
오스코텍	039200	Healthcare
비에이치	090460	Technology
네오팜	092730	Healthcare
나노캠텍	091970	Basic Materials
오스템임플란트	048260	Healthcare
매커스	093520	Technology
이베스트투자증권	078020	Financial Services
네오리진	094860	Technology
참좋은여행	094850	Consumer Cyclical
이엠텍	091120	Technology
에프알텍	073540	Technology
한라아이엠에스	092460	Financial Services
상신이디피	091580	Industrials
케이프	064820	Industrials
동국제약	086450	Healthcare
웅진씽크빅	095720	Financial Services
풍강	093380	Consumer Cyclical
엔텔스	069410	Technology
앤씨앤	092600	Technology
삼성카드	029780	Financial Services
네오위즈	095660	Communication Services
컴투스	078340	Communication Services
엠피대산	065150	Consumer Cyclical
갤럭시아머니트리	094480	Technology
에코프로	086520	Industrials
SK이노베이션	096770	Energy
율호	072770	Technology
에스엔케이폴리텍	091340	Basic Materials
제이더블유홀딩스	096760	Healthcare
빅솔론	093190	Financial Services
에이치제이중공업	097230	Industrials
웨이브일렉트로닉스	095270	Technology
푸른기술	094940	Technology
연이비앤티	090740	Technology
옴니시스템	057540	Technology
팬오션	028670	Industrials
바이오톡스텍	086040	Healthcare
씨제이제일제당	097950	Consumer Defensive
상보	027580	Technology
미래나노텍	095500	Technology
아이에스시	095340	Technology
네오티스	085910	Technology
오디텍	080520	Technology
엘엠에스	073110	Industrials
성우전자	081580	Basic Materials
제이엠티	094970	Technology
에스에너지	095910	Industrials
디아이씨	092200	Consumer Cyclical
다믈멀티미디어	093640	Technology
현우산업	092300	Technology
효성ITX	094280	Financial Services
케이에스에스해운	044450	Energy
이엠코리아	095190	Industrials
기신정기	092440	Basic Materials
이아이디	093230	Financial Services
비엠티	086670	Industrials
일진파워	094820	Industrials
디엔에프	092070	Technology
알에프세미	096610	Technology
아이에스이커머스	069920	Communication Services
한전KPS	051600	Industrials
대창솔루션	096350	Industrials
이씨에스텔레콤	067010	Consumer Cyclical
서원인텍	093920	Technology
에스코넥	096630	Financial Services
일신바이오베이스	068330	Basic Materials
에스맥	097780	Technology
엔케이	085310	Industrials
이트론	096040	Technology
텔레필드	091440	Technology
진양홀딩스	100250	Financial Services
에스앤티에너지	100840	Energy
인바이오젠	101140	Consumer Cyclical
효성오앤비	097870	Basic Materials
메타바이오메드	059210	Healthcare
엘디티	096870	Technology
예스이십사	053280	Communication Services
테스	095610	Technology
우진비앤지	018620	Healthcare
조이시티	067000	Communication Services
고영테크놀러지	098460	Technology
브리지텍	064480	Technology
쌍방울	102280	Consumer Cyclical
쎄트렉아이	099320	Technology
월덱스	101160	Technology
동성케미컬	102260	Financial Services
크레버스	096240	Consumer Defensive
비상교육	100220	Consumer Defensive
서울옥션	063170	Real Estate
이스트소프트	047560	Technology
명문제약	017180	Healthcare
슈프리마에이치큐	094840	Technology
코리아에스이	101670	Industrials
웰크론한텍	076080	Industrials
아이엠	101390	Technology
LG이노텍	011070	Technology
풍산	103140	Financial Services
삼강엠앤티	100090	Utilities
일진전기	103590	Industrials
이엠앤아이	083470	Financial Services
마이크로컨텍솔루션	098120	Technology
한국철강	104700	Industrials
세운메디칼	100700	Healthcare
KB금융지주	105560	Financial Services
이크레더블	092130	Financial Services
에이치엘비생명과학	067630	Utilities
아이컴포넌트	059100	Technology
엠게임	058630	Communication Services
메디톡스	086900	Healthcare
유비쿼스홀딩스	078070	Technology
대성파인텍	104040	Industrials
이수앱지스	086890	Healthcare
미원홀딩스	107590	Energy
파인테크닉스	106240	Consumer Defensive
컨버즈	109070	Consumer Cyclical
한세실업	105630	Consumer Cyclical
엔시트론	101400	Technology
코오롱생명과학	102940	Healthcare
뷰웍스	100120	Technology
에스앤에스텍	101490	Technology
에이테크솔루션	071670	Industrials
에스티오	098660	Consumer Cyclical
LX하우시스	108670	Industrials
티플랙스	081150	Basic Materials
우림피티에스	101170	Industrials
흥국	010240	Industrials
STX중공업	071970	Industrials
에스디엔	099220	Technology
한국정밀기계	101680	Industrials
스맥	099440	Technology
이엔에프테크놀로지	102710	Technology
위메이드맥스	101730	Technology
어보브반도체	102120	Technology
동아지질	028100	Financial Services
한미글로벌건축사사무소	053690	Industrials
동일금속	109860	Industrials
영원무역	111770	Consumer Cyclical
컴투스홀딩스	063080	Communication Services
에스앤더블류	103230	Industrials
동국S&C	100130	Energy
톱텍	108230	Technology
제넥신	095700	Healthcare
디에스케이	109740	Technology
형지엘리트	093240	Consumer Cyclical
유니온머티리얼	047400	Technology
케이엔더블유	105330	Technology
아이앤씨테크놀로지	052860	Technology
엔에이치엔벅스	104200	Communication Services
동양생명보험	082640	Financial Services
한스바이오메드	042520	Healthcare
비츠로셀	082920	Industrials
상상인인더스트리	101000	Industrials
진매트릭스	109820	Healthcare
동방선기	099410	Industrials
SK	034730	Financial Services
에이프로젠헬스케어앤게임즈	109960	Communication Services
휴맥스	115160	Technology
그랜드코리아레저	114090	Consumer Cyclical
강원에너지	114190	Industrials
이원컴포텍	088290	Consumer Cyclical
셀바스에이아이	108860	Technology
한국전력기술	052690	Industrials
멜파스	096640	Technology
위메이드	112040	Communication Services
디와이피엔에프	104460	Industrials
KPX라이프사이언스	114450	Healthcare
아이티엑스에이아이	099520	Technology
글로벌에스엠테크리미티드	900070	Basic Materials
초록뱀헬스케어	118000	Healthcare
코디	080530	Consumer Defensive
폴라리스우노	114630	Basic Materials
영흥	012160	Industrials
아세아텍	050860	Industrials
스타플렉스	115570	Consumer Cyclical
우리넷	115440	Communication Services
락앤락	115390	Industrials
케이씨코트렐	119650	Technology
한국지역난방공사	071320	Utilities
코오롱인더스트리	120110	Consumer Cyclical
모베이스	101330	Consumer Cyclical
인포바인	115310	Communication Services
하이소닉	106080	Technology
조선선재	120030	Industrials
이미지스테크놀로지	115610	Technology
한화생명보험	088350	Financial Services
에이치엘비테라퓨틱스	115450	Healthcare
씨케이에이치푸드앤헬스리미티드	900120	Consumer Defensive
케이씨에스	115500	Industrials
애머릿지코퍼레이션	900100	Consumer Cyclical
이스트아시아홀딩스인베스트먼트리미티드	900110	Consumer Cyclical
삼성생명보험	032830	Financial Services
한라홀딩스	060980	Financial Services
모바일리더	100030	Technology
인피니트헬스케어	071200	Technology
에스제이엠	123700	Consumer Cyclical
한국화장품	123690	Consumer Defensive
투비소프트	079970	Technology
LX세미콘	108320	Technology
엑스큐어	070300	Technology
이연제약	102460	Healthcare
오르비텍	046120	Industrials
유비벨록스	089850	Technology
에스디시스템	121890	Industrials
크루셜텍	114120	Technology
우진	105840	Industrials
하이텍팜	106190	Healthcare
인터로조	119610	Healthcare
아이마켓코리아	122900	Basic Materials
한미약품	128940	Healthcare
대성산업	128820	Energy
이글루코퍼레이션	067920	Technology
엠에스오토텍	123040	Consumer Cyclical
도화엔지니어링	002150	Industrials
와이솔	122990	Technology
씨젠	096530	Healthcare
현대홈쇼핑	057050	Communication Services
다원시스	068240	Industrials
케이티씨에스	058850	Communication Services
포메탈	119500	Industrials
알파홀딩스	117670	Technology
휠라홀딩스	081660	Basic Materials
아이씨케이	068940	Technology
지나인제약	078650	Technology
인화정공	101930	Basic Materials
누리플랜	069140	Industrials
아이텍	119830	Technology
케이엔엔	058400	Communication Services
아나패스	123860	Technology
케이에이치전자	111870	Technology
코프라	126600	Basic Materials
디케이락	105740	Industrials
한국전자인증	041460	Technology
시그네틱스	033170	Technology
티비씨	033830	Communication Services
엘브이엠씨홀딩스	900140	Financial Services
에이루트	096690	Technology
피제이메탈	128660	Basic Materials
한전산업개발	130660	Industrials
케이티아이에스	058860	Communication Services
대정화금	120240	Healthcare
현대퓨처넷	126560	Communication Services
대성에너지	117580	Utilities
이브이첨단소재	131400	Basic Materials
HSD엔진	082740	Industrials
인텍플러스	064290	Technology
티에스이	131290	Technology
다나와	119860	Communication Services
시디즈	134790	Consumer Cyclical
블루콤	033560	Technology
인트론바이오테크놀로지	048530	Healthcare
엘비세미콘	061970	Technology
제이엔케이히터	126880	Energy
딜리	131180	Basic Materials
케이아이엔엑스	093320	Technology
티피씨	130740	Industrials
나노신소재	121600	Technology
미원화학	134380	Basic Materials
선진	136490	Industrials
현대위아	011210	Consumer Cyclical
부스타	008470	Industrials
일진머티리얼즈	020150	Technology
BNK금융지주	138930	Financial Services
티케이케미칼	104480	Basic Materials
이퓨쳐	134060	Communication Services
한국종합기술	023350	Industrials
윈스	136540	Technology
하림	136480	Industrials
메리츠금융지주	138040	Financial Services
골프존뉴딘홀딩스	121440	Financial Services
케이엠에이치	122450	Communication Services
세아특수강	019440	Basic Materials
엘아이에스	138690	Technology
케이티스카이라이프	053210	Communication Services
DGB금융지주	139130	Financial Services
이마트	139480	Real Estate
스카이이앤엠	131100	Basic Materials
넥스트아이	137940	Industrials
코오롱플라스틱	138490	Basic Materials
한세엠케이	069640	Consumer Cyclical
서연탑메탈	019770	Industrials
롯데하이마트	071840	Consumer Cyclical
한국항공우주산업	047810	Industrials
대양전기공업	108380	Industrials
옵티시스	109080	Technology
나이벡	138610	Healthcare
신세계인터내셔날	031430	Consumer Cyclical
상아프론테크	089980	Technology
삼원강재	023000	Consumer Cyclical
시티랩스	139050	Technology
제닉	123330	Consumer Defensive
아이씨디	040910	Technology
제이씨케미칼	137950	Energy
화신정공	126640	Consumer Cyclical
알톤스포츠	123750	Consumer Cyclical
아이디스	143160	Technology
원익피앤이	131390	Industrials
대한과학	131220	Healthcare
로보스타	090360	Technology
씨엔플러스	115530	Technology
에스엠코어	007820	Industrials
씨큐브	101240	Basic Materials
테크윙	089030	Technology
에이티세미콘	089530	Technology
에디슨이브이	136510	Technology
YG엔터테인먼트	122870	Communication Services
이엠넷	123570	Communication Services
신진에스엠	138070	Industrials
비덴트	121800	Technology
키네마스터	139670	Healthcare
삼양사	145990	Consumer Defensive
씨유메디칼시스템	115480	Healthcare
인터지스	129260	Industrials
서암기계공업	100660	Industrials
시큐브	131090	Technology
나이스디앤비	130580	Financial Services
지에스리테일	007070	Communication Services
디엔에이링크	127120	Healthcare
원익머트리얼즈	104830	Technology
메지온	140410	Healthcare
남화토건	091590	Industrials
제룡산업	147830	Basic Materials
하이비젼시스템	126700	Technology
뉴로스	126870	Industrials
사람인에이치알	143240	Financial Services
휴비스	079980	Basic Materials
코리아에프티	123410	Consumer Cyclical
빛샘전자	072950	Technology
삼기	122350	Consumer Cyclical
서진오토모티브	122690	Consumer Cyclical
비아트론	141000	Technology
사조씨푸드	014710	Consumer Defensive
피엔티	137400	Industrials
노블엠앤비	106520	Technology
네이블커뮤니케이션즈	153460	Technology
엠씨넥스	097520	Communication Services
에스케이렌터카	068400	Financial Services
에스비더블유생명과학	151910	Technology
애경케미칼	161000	Basic Materials
코이즈	121850	Technology
한국타이어앤테크놀로지	161390	Consumer Cyclical
한국콜마	161890	Healthcare
동일고무벨트	163560	Basic Materials
아바텍	149950	Consumer Cyclical
엘지헬로비전	037560	Communication Services
와이엠씨	155650	Industrials
지엠비코리아	013870	Industrials
디젠스	113810	Consumer Cyclical
우리로	046970	Technology
SBI 핀테크솔루션즈	950110	Financial Services
스킨앤스킨	159910	Consumer Defensive
디에스앤엘	141020	Financial Services
아이센스	099190	Healthcare
우리이앤엘	153490	Technology
아이원스	114810	Technology
제로투세븐	159580	Consumer Cyclical
코렌텍	104540	Healthcare
윈팩	097800	Technology
참존글로벌	158310	Technology
동아에스티	170900	Healthcare
레고켐바이오사이언스	141080	Healthcare
디에스알	155660	Financial Services
엑세스바이오 KDR	950130	Healthcare
나스미디어	089600	Communication Services
JB금융지주	175330	Financial Services
케이지이티에스	151860	Industrials
파이오링크	170790	Technology
지에이치신소재	130500	Industrials
엔에이치엔	181710	Communication Services
아미코젠	092040	Healthcare
한진칼	180640	Financial Services
한일진공	123840	Industrials
지엔씨에너지	119850	Industrials
엘티씨	170920	Technology
파수	150900	Technology
두산테스나	131970	Technology
현대로템	064350	Industrials
내츄럴엔도텍	168330	Healthcare
위메이드플레이	123420	Communication Services
해성옵틱스	076610	Technology
아세아시멘트	183190	Basic Materials
협진	138360	Consumer Defensive
더 미동	161570	Technology
램테크놀러지	171010	Technology
라이온켐텍	171120	Basic Materials
신송홀딩스	006880	Financial Services
탑코미디어	134580	Communication Services
옵투스제약	131030	Healthcare
엔브이에이치코리아	067570	Consumer Cyclical
현대공업	170030	Consumer Cyclical
알티캐스트	085810	Communication Services
종근당	185750	Healthcare
기가레인	049080	Technology
인트로메딕	150840	Healthcare
현대이지웰	090850	Technology
솔루에타	154040	Technology
알서포트	131370	Technology
한국정보인증	053300	Technology
오이솔루션	138080	Technology
코스맥스	192820	Healthcare
비지에프	027410	Real Estate
캐스텍코리아	071850	Industrials
코아시아옵틱스	196450	Technology
트루윈	105550	Technology
화인베스틸	133820	Industrials
아진엑스텍	059120	Technology
윈하이텍	192390	Industrials
창해에탄올	004650	Basic Materials
덕신하우징	090410	Financial Services
파버나인	177830	Consumer Cyclical
쿠쿠홀딩스	192400	Consumer Defensive
신화콘텍	187270	Technology
서연이화	200880	Consumer Cyclical
더에이치큐	192410	Technology
만도	204320	Consumer Cyclical
데브시스터즈	194480	Communication Services
메디아나	041920	Healthcare
영우디에스피	143540	Industrials
테라셈	182690	Technology
슈피겐코리아	192440	Consumer Cyclical
테고사이언스	191420	Healthcare
케이사인	192250	Technology
삼성에스디에스	018260	Technology
디에이테크놀로지	196490	Industrials
텔콘알에프제약	200230	Technology
씨에스윈드	112610	Utilities
에프엔씨엔터테인먼트	173940	Communication Services
대창스틸	140520	Basic Materials
피아이첨단소재	178920	Basic Materials
알테오젠	196170	Healthcare
비씨월드제약	200780	Healthcare
에이디테크놀로지	200710	Technology
랩지노믹스	084650	Healthcare
녹십자엠에스	142280	Healthcare
하이로닉	149980	Healthcare
디티앤씨	187220	Industrials
삼성물산	028260	Real Estate
넥스트엔터테인먼트월드	160550	Communication Services
아이티센	124500	Technology
서전기전	189860	Technology
아스트	067390	Industrials
오킨스전자	080580	Technology
휴메딕스	200670	Healthcare
에이팩트	200470	Technology
와이제이엠게임즈	193250	Communication Services
국일신동	060480	Basic Materials
디와이파워	210540	Financial Services
한솔제지	213500	Basic Materials
콜마비앤에이치	200130	Consumer Defensive
덕산네오룩스	213420	Basic Materials
포시에스	189690	Technology
다이나믹디자인	145210	Consumer Cyclical
골프존	215000	Financial Services
큐브엔터테인먼트	182360	Communication Services
에이비프로바이오	195990	Industrials
나노	187790	Basic Materials
메가스터디교육	215200	Consumer Defensive
우리산업	215360	Consumer Cyclical
제노포커스	187420	Healthcare
픽셀플러스	087600	Technology
에스지에이 솔루션즈	184230	Technology
싸이맥스	160980	Technology
베셀	177350	Technology
에스케이디앤디	210980	Real Estate
에스엘바이오닉스	214310	Technology
엑셈	205100	Technology
코아스템	166480	Healthcare
이큐셀	160600	Technology
경보제약	214390	Healthcare
동운아나텍	094170	Technology
유테크	178780	Industrials
민앤지	214180	Technology
미래에셋생명보험	085620	Financial Services
토니모리	214420	Consumer Defensive
이노션	214320	Communication Services
펩트론	087010	Healthcare
파마리서치	214450	Healthcare
로지시스	067730	Industrials
아이쓰리시스템	214430	Technology
아시아경제	127710	Communication Services
칩스앤미디어	094360	Technology
흥국에프엔비	189980	Consumer Defensive
심텍	222800	Technology
파인텍	131760	Technology
에이제이네트웍스	095570	Industrials
웹스	196700	Basic Materials
에이텍티앤	224110	Industrials
바디텍메드	206640	Healthcare
스튜디오산타클로스엔터테인먼트	204630	Communication Services
인포마크	175140	Technology
에이치디씨랩스	039570	Real Estate
동일제강	002690	Basic Materials
제너셈	217190	Technology
타이거일렉	219130	Technology
프로스테믹스	203690	Healthcare
엘아이지넥스원	079550	Industrials
액션스퀘어	205500	Communication Services
뉴지랩파마	214870	Technology
엑시콘	092870	Technology
엔케이맥스	182400	Healthcare
현대코퍼레이션홀딩스	227840	Consumer Cyclical
연우	115960	Consumer Defensive
더블유게임즈	192080	Communication Services
제주항공	089590	Industrials
금호에이치티	214330	Consumer Cyclical
나무가	190510	Technology
에디슨이노	056090	Healthcare
아이진	185490	Healthcare
케어젠	214370	Healthcare
네오오토	212560	Consumer Cyclical
케이디켐	221980	Industrials
매직마이크로	127160	Technology
미스터블루	207760	Communication Services
하이즈항공	221840	Industrials
세진중공업	075580	Industrials
엔에스	217820	Industrials
바이오로그디바이스	208710	Healthcare
멕아이씨에스	058110	Healthcare
코스맥스엔비티	222040	Consumer Defensive
예스티	122640	Technology
보광산업	225530	Basic Materials
파크시스템스	140860	Technology
메가엠디	133750	Consumer Defensive
강스템바이오텍	217730	Healthcare
에이치엘비제약	047920	Healthcare
덱스터스튜디오	206560	Communication Services
한국맥널티	222980	Consumer Defensive
휴젤	145020	Healthcare
육일씨엔에쓰	191410	Basic Materials
커머스마이너	223310	Consumer Cyclical
잇츠한불	226320	Consumer Defensive
코디엠	224060	Technology
에스와이	109610	Industrials
베노홀딩스	206400	Industrials
차이나크리스탈신소재홀딩스	900250	Basic Materials
유니트론텍	142210	Technology
제이에스코퍼레이션	194370	Financial Services
슈프리마	236200	Technology
안트로젠	065660	Healthcare
큐리언트	115180	Healthcare
에이피위성	211270	Communication Services
팬젠	222110	Healthcare
삼일씨엔에스	004440	Basic Materials
동양파일	228340	Basic Materials
레이언스	228850	Technology
마이더스에이아이	222810	Healthcare
원익아이피에스	240810	Technology
해태제과식품	101530	Consumer Defensive
썸에이지	208640	Communication Services
용평리조트	070960	Real Estate
휴온스	243070	Healthcare
알엔투테크놀로지	148250	Technology
지씨셀	144510	Healthcare
에스티팜	237690	Healthcare
해성디에스	195870	Technology
정다운	208140	Consumer Defensive
로스웰인터내셔널	900260	Financial Services
피앤씨테크	237750	Technology
비엘	142760	Healthcare
한국자산신탁	123890	Real Estate
위니아	071460	Consumer Cyclical
장원테크	174880	Industrials
아이윈플러스	123010	Technology
쎄노텍	222420	Basic Materials
우리손에프앤지농업회사법인	073560	Consumer Defensive
엔지스테크널러지	208860	Technology
두올	016740	Consumer Cyclical
에코마케팅	230360	Communication Services
샘표식품	248170	Consumer Defensive
헝셩그룹	900270	Consumer Cyclical
일동제약	249420	Healthcare
자이글	234920	Consumer Cyclical
지란지교시큐리티	208350	Technology
셀바스헬스케어	208370	Healthcare
유니테크노	241690	Consumer Cyclical
엘에스전선아시아	229640	Utilities
화승엔터프라이즈	241590	Consumer Cyclical
지엘팜텍	204840	Healthcare
에프에스엔	214270	Communication Services
미투온	201490	Communication Services
수산아이앤티	050960	Technology
앤디포스	238090	Healthcare
잉글우드랩 KDR	950140	Consumer Defensive
에이치시티	072990	Industrials
인텔리안테크놀로지스	189300	Industrials
골든센츄리	900280	Consumer Cyclical
그레이트리치과기유한공사	900290	Technology
제이더블유생명과학	234080	Healthcare
코스메카코리아	241710	Consumer Defensive
에이치엘사이언스	239610	Healthcare
